-0.605243,-0.157348
0.469445,-0.344452
0.220634,0.473490
-0.300454,-0.640850
-0.618712,-0.179698
0.199232,-0.587812
0.279217,-0.608992
-0.449327,0.486151
-0.549950,-0.301444
0.326896,-0.446240
0.743267,-0.045809
0.291792,-0.326007
0.106095,-0.684235
-0.609277,0.031107
0.073028,-0.233250
0.490989,-0.364605
0.315196,0.558317
0.392580,-0.194702
0.277011,0.530601
-0.489260,-0.212923
0.302213,-0.425592
0.080627,0.592479
0.280107,0.596049
-0.550753,-0.378381
0.159721,-0.624700
0.030408,-0.526216
-0.425844,-0.025050
0.279196,0.478481
-0.440235,-0.158549
0.303199,-0.453833
0.071866,-0.169107
0.343805,0.546461
0.289626,0.467112
0.215185,-0.330900
0.257322,0.503016
0.251477,-0.270430
0.789253,0.043470
-0.542544,-0.125805
-0.657137,-0.229626
0.456988,0.495109
0.140380,0.575087
-0.395578,-0.221690
-0.422505,0.001134
0.074593,-0.620898
-0.019872,0.528959
0.154696,0.578769
0.015211,-0.588686
-0.570619,0.292727
0.350020,-0.180406
-0.413192,-0.283303
0.438049,-0.522167
0.327116,0.498816
0.113375,0.581556
0.109434,0.576340
-0.366880,0.538932
-0.330067,0.602208
-0.682300,-0.159100
0.142317,0.625405
-0.692409,-0.044676
0.604872,0.309154
0.042063,0.680720
-0.403486,-0.013609
-0.441340,0.626413
0.281475,0.578760
0.625844,0.232524
-0.436418,0.012196
-0.289684,0.699887
0.399597,-0.560638
0.291959,-0.204396
0.705448,0.315306
0.661002,0.105226
0.092688,0.592663
0.352980,-0.534376
-0.503828,-0.080664
0.090486,0.698168
-0.371991,-0.589452
-0.468124,-0.359545
-0.517341,0.498040
0.666514,0.352539
0.136303,-0.558408
0.782838,-0.192305
0.148881,-0.563388
-0.690933,-0.094824
-0.480633,-0.281280
0.277011,0.530601
0.026422,-0.444902
-0.011591,0.690269
0.016029,0.475567
0.094668,-0.476676
0.472246,-0.284605
0.132744,-0.478315
-0.576983,0.495116
0.277011,0.530601
0.435784,0.437624
0.469520,-0.382933
-0.649150,-0.103874
-0.529418,0.564061
-0.029413,-0.652931
-0.115182,0.569053
-0.584592,-0.349333
0.277011,0.530601
-0.266204,-0.781830
0.735835,0.203066
0.169215,-0.255129
-0.609277,0.031107
0.787176,-0.083656
-0.450950,-0.688417
0.081938,-0.619774
-0.609277,0.031107
-0.483598,-0.364976
0.115103,0.588092
-0.609277,0.031107
0.117737,0.594184
-0.491996,-0.377058
-0.685195,0.256733
-0.393962,0.659158
0.276147,-0.156345
-0.288246,0.207987
-0.609277,0.031107
-0.115530,0.058393
-0.373551,-0.151267
0.116939,0.547065
-0.451101,0.566963
0.214797,0.534551
0.372271,0.526619
0.485403,-0.381797
-0.600822,0.289827
-0.084025,-0.565232
0.598776,0.144806
-0.083183,0.060597
0.233923,0.605464
0.474084,-0.364554
-0.611062,-0.311343
0.284465,0.538334
-0.046068,0.645784
-0.609277,0.031107
0.224072,-0.663743
-0.609277,0.031107
0.100377,0.599564
0.176506,-0.171879
-0.689196,0.426811
0.137401,-0.532972
0.321322,-0.473605
-0.402813,-0.038431
-0.535113,0.290730
0.698098,0.241850
0.033552,-0.595804
-0.012313,-0.520699
-0.050290,-0.415906
0.147811,-0.275003
-0.347389,0.465057
0.023348,-0.324272
0.793662,-0.013558
0.474982,-0.452754
0.782755,-0.136973
0.338852,-0.601689
0.011269,-0.551393
-0.352052,-0.744292
0.650560,0.405650
-0.074444,0.620432
0.438946,-0.263360
-0.531174,-0.630785
0.547633,0.201499
-0.635308,-0.273620
-0.340871,0.692421
0.489144,-0.348854
0.458784,-0.361260
0.719509,0.140111
-0.359134,-0.593598
0.065337,-0.424913
0.003603,0.598544
-0.580778,-0.239126
